-1.074825647979036125e+00,-1.195945080029524599e+00,-8.190619556446550042e-01,-1.047339721946117796e+00,-7.592458617622117600e-01,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,6.000000000000000000e+00
7.634598358084770942e-01,4.954232946274684801e-01,9.538654533458449380e-01,-2.605562349004883482e-01,-7.592458617622117600e-01,1.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00
1.113609451768003300e+00,8.175886993240385481e-01,1.291565912201178223e+00,-1.106927135584637040e-01,-7.592458617622117600e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00
6.321537298236546976e-01,3.746112678662546491e-01,8.272277812750949977e-01,-3.167550554037476540e-01,-7.592458617622117600e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.200000000000000000e+01,1.000000000000000000e+00
1.507527769722470490e+00,1.180024779607679930e+00,1.671478928413428378e+00,5.790374795131405378e-02,-7.592458617622117600e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00
1.726371279697174410e+00,1.381378157543036389e+00,1.882541715198011500e+00,1.515684487900794686e-01,-7.592458617622117600e-01,1.000000000000000000e+00,0.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00
5.883850278287139357e-01,3.343405922791833906e-01,7.850152239181783509e-01,-3.354879955715007189e-01,-7.592458617622117600e-01,0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00
3.257728158590691980e-01,9.271653875675579803e-02,5.317398797766783591e-01,-4.478856365780192195e-01,-7.592458617622117600e-01,0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00
1.398106014735118530e+00,1.421648833130107592e+00,1.207140797487344930e+00,1.800067183552350958e+00,8.485487774539361983e-01,1.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00
-7.465603830169801336e-01,-7.126969729846694968e-01,-6.924242835739049529e-01,-3.576095288745136797e-02,8.485487774539361983e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00
-2.432203100751610947e-01,1.217518758261327064e-02,-4.813614967893216634e-01,3.950966709708695901e-01,8.485487774539361983e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
-1.162363051968917649e+00,-1.276486431203667227e+00,-9.034870703584882978e-01,-1.084805602281624148e+00,-7.592458617622117600e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.100000000000000000e+01,6.000000000000000000e+00
2.382354118691875910e-01,1.059212752846466099e+00,-5.657866115031550125e-01,2.099794226236399997e+00,2.456343416670084157e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,6.000000000000000000e+00
6.978067828160658959e-01,1.421648833130107592e+00,-1.436610379339883226e-01,1.200613098184252214e+00,8.485487774539361983e-01,1.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+00,2.000000000000000000e+00
6.321537298236546976e-01,3.746112678662546491e-01,8.272277812750949977e-01,-3.167550554037476540e-01,-7.592458617622117600e-01,1.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+00,3.000000000000000000e+00
1.069840749773062649e+00,7.773180237369673451e-01,1.249353354844261688e+00,-1.294256537262167828e-01,-7.592458617622117600e-01,1.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000000e+00,2.000000000000000000e+00
6.540380808211251340e-01,1.018942077259394896e+00,1.940394209213450183e-01,1.163147217848746084e+00,8.485487774539361983e-01,1.000000000000000000e+00,0.000000000000000000e+00,7.000000000000000000e+00,6.000000000000000000e+00
